id,quality_score,content_integrity,content_ratio,content_length,one_sentence_description,content_type,business_sector,technical_content,information_density,content_quality,audience_level,commercial_bias,time_sensitivity,content_safety,educational_value,reasoning_indicators,pii_presence,regional_relevance,country_relevance,full_doc_lid_score,duplicate_count,full_doc_lid,minhash_cluster_size,gold_score,llm_educational_value,llm_content_quality,source
830fcb76-191e-4b88-ba1b-2d5c56115de3,0.6000000000000001,complete,complete_content,substantial,A strategic innovation agenda for Sweden outlining a vision and roadmap for smart sustainable cities.,"['analytical', 'instructional', 'specification_standard']","['government_public', 'technology_software', 'energy_utilities', 'transportation_logistics', 'real_estate_construction', 'environmental_services', 'academic_research']",['basic_technical'],dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],1.0000087022781372,0.0,swe_Latn,1.0,0.9,0.4,0.9,extreme_sample_top
<urn:uuid:32b9efa3-745a-4f77-9c4c-88cb72790162>,0.6000000000000001,complete,complete_content,substantial,"A Swedish translation and commentary on the Bhagavad-Gita, providing a detailed philosophical and theological analysis of the text.","['analytical', 'instructional', 'reference', 'review_critique']","['academic_research', 'general_interest']",['non_technical'],dense,excellent,advanced,none,evergreen,safe,high,analytical,no_pii,"['south_asian', 'global']",['india'],1.0000098943710327,5.0,swe_Latn,2.0,0.9,0.4,0.9,extreme_sample_top
<urn:uuid:1042d46a-54e8-4963-9bd6-69e889763a4e>,0.8,complete,complete_content,substantial,Academic paper summarizing field experiments on ethnic discrimination in Sweden's labor and housing markets.,"['analytical', 'review_critique']","['academic_research', 'government_public']","['scientific', 'data_heavy']",dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],1.000009059906006,0.0,swe_Latn,1.0,0.8,0.8,0.8,extreme_sample_top
119afc1b-7edf-4cb1-971c-9ec31c110578,0.48,complete,complete_content,substantial,Master's thesis analyzing water management in Swedish forests and the division of regulatory responsibility between government agencies.,['analytical'],"['academic_research', 'government_public', 'environmental_services', 'agriculture_food']","['scientific', 'data_heavy']",dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],1.000007152557373,0.0,swe_Latn,1.0,0.9,0.2,0.9,extreme_sample_top
f20d245b-064d-4fd2-b995-2ceb015272f9,0.3999999999999999,complete,complete_content,substantial,"A 1948 Swedish radio and television engineering magazine featuring articles on transistors, receiver theory, and television conference reports.","['technical_documentation', 'instructional', 'news_report', 'analytical']","['hardware_electronics', 'telecommunications', 'media_entertainment']","['engineering', 'math_heavy', 'scientific']",dense,excellent,expert,moderate,regularly_updating,safe,high,analytical,no_pii,"['european', 'north_american', 'oceanian']","['sweden', 'united_states', 'united_kingdom', 'france', 'germany', 'switzerland', 'italy', 'australia', 'liechtenstein']",1.0000028610229492,0.0,swe_Latn,1.0,0.7,0.2,0.7,extreme_sample_top
<urn:uuid:9e4cb723-4a11-4ecf-b736-f89d986f0e5e>,0.78,complete,complete_content,substantial,Guidelines from the Swedish Municipalities and Regions regarding the legal and procedural conditions for land expropriations for development.,"['instructional', 'procedural', 'legal_document', 'reference']","['government_public', 'real_estate_construction', 'legal_services']",['basic_technical'],dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],1.0000100135803225,2.0,swe_Latn,1.0,0.9,0.7,0.9,extreme_sample_top
415d2f77-3420-4c2d-8ea9-71ddc7ab0f80,0.6000000000000001,complete,complete_content,substantial,A Swedish government guide detailing the procedures for personnel security checks and training under relevant laws and regulations.,"['procedural', 'instructional', 'legal_document', 'specification_standard']","['government_public', 'legal_services', 'security_cyber', 'human_resources']",['non_technical'],dense,excellent,expert,none,slowly_changing,safe,high,explanatory,no_pii,['european'],['sweden'],1.0000098943710327,0.0,swe_Latn,1.0,0.9,0.4,0.9,extreme_sample_top
<urn:uuid:238f940b-b5f7-469c-bde1-bf3c8feb0a92>,0.72,complete,complete_content,substantial,Informational brochure from Sweden's Viltskadecenter on managing wild boar and wolf damage to livestock.,"['instructional', 'reference', 'procedural', 'analytical']","['agriculture_food', 'government_public', 'academic_research']","['scientific', 'engineering']",dense,excellent,advanced,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],1.0000096559524536,0.0,swe_Latn,1.0,0.9,0.6,0.9,extreme_sample_top
<urn:uuid:50d12b4a-0f94-4a38-9bab-c6870fee6a6b>,0.6000000000000001,complete,complete_content,substantial,A 2015 report analyzing government strategies and innovations in healthcare for priority diseases across multiple countries.,"['analytical', 'structured_data']","['government_public', 'healthcare_medical', 'pharmaceutical_biotech']","['scientific', 'data_heavy']",dense,excellent,advanced,none,slowly_changing,safe,high,analytical,no_pii,"['global', 'european', 'east_asian']","['united_states', 'china', 'india', 'south_korea', 'united_kingdom', 'germany']",1.0000070333480835,3.0,swe_Latn,1.0,0.9,0.4,0.9,extreme_sample_top
<urn:uuid:72a6f7dd-6571-4696-8756-c49dac572e49>,0.68,complete,complete_content,moderate,Guidelines for Swedish county authorities on assessing and grading quality assurance systems in primary production.,"['instructional', 'procedural', 'technical_documentation']","['government_public', 'agriculture_food', 'manufacturing_industrial']",['basic_technical'],dense,excellent,expert,none,slowly_changing,safe,high,explanatory,no_pii,['european'],['sweden'],1.0000098943710327,0.0,swe_Latn,1.0,0.8,0.6,0.8,extreme_sample_top
<urn:uuid:ea88e104-1b75-4fbe-96f1-b48454ccbb38>,0.56,complete,complete_content,substantial,A thesis analyzing nurses' experiences and attitudes towards caring for patients with Hepatitis C in Sweden.,['analytical'],"['healthcare_medical', 'academic_research']",['scientific'],dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],1.0000089406967163,0.0,swe_Latn,1.0,0.8,0.4,0.8,extreme_sample_top
<urn:uuid:79e71072-8516-4871-9bb5-da287ada9233>,0.68,complete,complete_content,substantial,Academic paper analyzing the treatment of verb-noun collocations in the Swedish Academy Dictionary.,['analytical'],"['academic_research', 'education_sector']",['scientific'],dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],"['sweden', 'denmark']",1.0000067949295044,0.0,swe_Latn,1.0,0.8,0.6,0.8,extreme_sample_top
<urn:uuid:e6cbc1cd-a0fa-4367-8458-399e84e82493>,0.72,complete,complete_content,substantial,A legal dissertation analyzing the problem of copyright compensation for radio broadcasts in Sweden and related international and Nordic law.,"['analytical', 'legal_document']","['academic_research', 'legal_services', 'media_entertainment']",['non_technical'],dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],"['sweden', 'supranational']",1.000009298324585,1.0,swe_Latn,1.0,0.9,0.6,0.9,extreme_sample_top
<urn:uuid:052f82f5-a237-4632-bca1-9581919d4335>,0.54,complete,complete_content,substantial,A Swedish academic journal issue featuring articles on practical research in mathematics education and interviews with researchers.,"['analytical', 'conversational', 'news_report']","['academic_research', 'education_sector']",['scientific'],dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],"['sweden', 'norway']",1.0000098943710327,0.0,swe_Latn,1.0,0.9,0.3,0.9,extreme_sample_top
<urn:uuid:ff2fd2ef-a53d-4eac-ae5d-78fed794d170>,0.78,mostly_complete,complete_content,substantial,Academic thesis investigating the effectiveness of deductive versus inductive vocabulary teaching methods for advanced language learners in Sweden.,['analytical'],"['academic_research', 'education_sector']","['scientific', 'data_heavy']",dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],1.0000097751617432,0.0,swe_Latn,1.0,0.9,0.7,0.9,extreme_sample_top
7a95f27d-20b9-4b26-bf66-cf9c82ac42d3,0.54,complete,complete_content,substantial,Technical report on biotope mapping and habitat network analysis for the Lidkoping residential area in Sweden.,"['analytical', 'technical_documentation']","['environmental_services', 'government_public', 'consulting_professional']","['scientific', 'data_heavy']",dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],1.0000096559524536,0.0,swe_Latn,1.0,0.9,0.3,0.9,extreme_sample_top
<urn:uuid:be197190-c2df-465e-98cf-d3897bf19f7d>,0.44,complete,complete_content,moderate,"University course syllabus for Peace and Development Studies I covering global perspectives, political economy, and conflict resolution.","['reference', 'instructional']","['education_sector', 'academic_research', 'government_public']",['non_technical'],dense,excellent,advanced,none,slowly_changing,safe,high,explanatory,no_pii,['global'],['none'],1.0000041723251345,0.0,swe_Latn,1.0,0.8,0.2,0.8,extreme_sample_top
<urn:uuid:9493e79f-bc58-4e53-a6c9-f9f5e49aefad>,0.54,complete,complete_content,substantial,Educational plan for a Swedish university program in 3D technology for manufacturing engineering.,"['specification_standard', 'reference', 'structured_data']","['education_sector', 'manufacturing_industrial', 'technology_software']","['engineering', 'math_heavy']",dense,excellent,advanced,none,slowly_changing,safe,high,explanatory,no_pii,['european'],['sweden'],1.0000075101852417,0.0,swe_Latn,3.0,0.9,0.3,0.9,extreme_sample_top
3d958731-dd9e-40c4-adad-0e6238fa7cc3,0.48,complete,complete_content,substantial,Academic thesis analyzing citizen participation in Swedish urban planning processes through case studies and literature review.,['analytical'],"['academic_research', 'government_public', 'real_estate_construction']",['non_technical'],dense,excellent,advanced,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],0.999996304512024,0.0,swe_Latn,1.0,0.9,0.2,0.9,extreme_sample_top
<urn:uuid:b68f2802-53eb-4356-811a-a6721467b68a>,0.6000000000000001,complete,complete_content,brief,University-level mathematics examination paper for multivariable calculus containing nine problem-solving questions.,"['instructional', 'analytical']","['education_sector', 'academic_research']",['math_heavy'],dense,excellent,advanced,none,evergreen,safe,high,analytical,no_pii,['european'],['sweden'],0.9999475479125975,1.0,swe_Latn,1.0,0.9,0.4,0.9,extreme_sample_top
<urn:uuid:98bd8b20-79e8-4d18-9404-a1096ed79429>,0.44,complete,complete_content,brief,University course syllabus for a basic course in solar cell technology and photovoltaic systems.,"['instructional', 'reference']","['education_sector', 'energy_utilities', 'real_estate_construction', 'hardware_electronics']","['engineering', 'basic_technical']",dense,excellent,advanced,none,slowly_changing,safe,high,explanatory,no_pii,['european'],['sweden'],1.0000077486038208,1.0,swe_Latn,4.0,0.8,0.2,0.8,extreme_sample_top
<urn:uuid:e2a50c4a-d682-4072-96fe-1285097e0652>,0.72,complete,complete_content,moderate,Guidelines for the Swedish Region Gotland on social services supporting children affected by domestic violence.,"['instructional', 'procedural', 'legal_document']","['government_public', 'legal_services']",['non_technical'],dense,excellent,expert,none,slowly_changing,safe,high,explanatory,no_pii,['european'],['sweden'],1.0000100135803225,1.0,swe_Latn,3.0,0.9,0.6,0.9,extreme_sample_top
b128e019-53c8-42ee-bf3a-176166720e42,0.5,complete,complete_content,substantial,A technical report assessing the current state and challenges of DNA barcoding Swedish flora and fauna for environmental monitoring.,['analytical'],"['academic_research', 'government_public', 'environmental_services']","['scientific', 'data_heavy']",dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],"['sweden', 'norway', 'germany', 'finland', 'canada']",1.0000027418136597,0.0,swe_Latn,1.0,0.8,0.3,0.8,extreme_sample_top
<urn:uuid:5de94657-6936-4932-99b6-bb79633b65b8>,0.4599999999999999,complete,complete_content,substantial,Summary of an analysis evaluating the effects of Swedish government innovation support programs on the manufacturing industry.,"['analytical', 'technical_documentation']","['government_public', 'manufacturing_industrial', 'academic_research', 'automotive_industry', 'aerospace_defense', 'healthcare_medical', 'technology_software']","['engineering', 'scientific']",dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],1.000009536743164,1.0,swe_Latn,1.0,0.7,0.3,0.7,extreme_sample_top
<urn:uuid:2c39dff5-6b6d-4c24-ba42-9db7505fe59c>,0.62,complete,complete_content,substantial,"Guidelines on Swedish accounting and reporting procedures for value-added tax (VAT), including different bookkeeping methods and foreign currency transactions.","['instructional', 'procedural', 'reference', 'legal_document']","['financial_services', 'legal_services', 'consulting_professional', 'government_public']",['basic_technical'],dense,excellent,expert,none,slowly_changing,safe,high,explanatory,no_pii,['european'],['sweden'],1.0000097751617432,0.0,swe_Latn,1.0,0.5,0.7,0.5,extreme_sample_top
<urn:uuid:c4087784-d33d-48e8-b772-43725ff51d1a>,0.6000000000000001,complete,complete_content,substantial,"Historical and architectural description of the Tjrhovet Stre property in Stockholm, detailing its cultural heritage and preservation.","['analytical', 'reference']","['real_estate_construction', 'government_public', 'hospitality_tourism']",['basic_technical'],dense,excellent,general,none,evergreen,safe,high,explanatory,no_pii,['european'],['sweden'],1.0000098943710327,0.0,swe_Latn,3.0,0.9,0.4,0.9,extreme_sample_top
<urn:uuid:8cb2a661-02ed-41f2-9ce0-b7da8a4ac401>,0.42,complete,complete_content,substantial,"A sociological analysis of health inequality in Sweden from a class perspective, examining its political and economic causes.","['analytical', 'opinion_editorial']","['academic_research', 'government_public', 'healthcare_medical', 'nonprofit_ngo']","['scientific', 'data_heavy']",dense,excellent,advanced,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],1.0000096559524536,0.0,swe_Latn,2.0,0.9,0.1,0.9,extreme_sample_top
<urn:uuid:e21e8f17-6de0-4406-a04c-ff92463cb681>,0.6000000000000001,complete,complete_content,brief,A set of advanced calculus and mathematical optimization problems.,"['instructional', 'analytical']","['education_sector', 'academic_research']",['math_heavy'],dense,excellent,advanced,none,evergreen,safe,high,analytical,no_pii,['culturally_neutral'],['none'],1.000002145767212,2.0,swe_Latn,1.0,0.9,0.4,0.9,extreme_sample_top
<urn:uuid:0b8b0b68-0dd0-4ab3-9ca8-8aa2534daa96>,0.72,complete,complete_content,substantial,Master's thesis analyzing the effectiveness of physical activity as an adjunct treatment for major depressive disorder.,['analytical'],"['academic_research', 'healthcare_medical']","['scientific', 'data_heavy']",dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],1.0000066757202148,0.0,swe_Latn,1.0,0.9,0.6,0.9,extreme_sample_top
<urn:uuid:960b1354-413e-472a-b16b-14d85907b884>,0.56,complete,complete_content,substantial,Academic thesis analyzing the impact of personal assistance on family life and daily routines for people with disabilities in Sweden.,['analytical'],"['academic_research', 'healthcare_medical', 'government_public']",['scientific'],dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],1.0000088214874268,0.0,swe_Latn,1.0,0.8,0.4,0.8,extreme_sample_top
24f5510d-b6e4-4fc1-9358-672b0c0b4a6d,0.72,complete,complete_content,substantial,"Academic thesis analyzing historical hop cultivation patterns in Skne, Sweden, between 1658 and 1758.",['analytical'],"['academic_research', 'agriculture_food']","['scientific', 'data_heavy']",dense,excellent,expert,none,evergreen,safe,high,analytical,no_pii,['european'],['sweden'],1.000007390975952,0.0,swe_Latn,1.0,0.9,0.6,0.9,extreme_sample_top
17dffd8f-ac53-4359-afd1-7030021eabe3,0.74,mostly_complete,complete_content,substantial,Academic thesis analyzing the challenges and legal frameworks for interviewing children as witnesses in Finnish criminal proceedings.,['analytical'],"['legal_services', 'academic_research', 'government_public']",['scientific'],dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],"['finland', 'sweden']",0.9999074935913086,0.0,swe_Latn,1.0,0.8,0.7,0.8,extreme_sample_top
<urn:uuid:f489d426-c939-4ab0-9042-bfffdaa0d66e>,0.78,complete,complete_content,substantial,A 1988 report from Chalmers University of Technology analyzing the health effects of traffic pollution on children in Sweden.,"['analytical', 'instructional', 'press_release']","['academic_research', 'environmental_services', 'healthcare_medical', 'government_public', 'transportation_logistics']","['scientific', 'data_heavy']",dense,excellent,advanced,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],1.0000098943710327,0.0,swe_Latn,1.0,0.9,0.7,0.9,extreme_sample_top
<urn:uuid:2272cf55-bdb5-49f3-87da-9a4d162278d3>,0.48,complete,complete_content,moderate,"University course syllabus for an advanced sociology course on social structure, inequality, and human agency.","['instructional', 'reference']","['education_sector', 'academic_research']",['non_technical'],dense,excellent,advanced,none,slowly_changing,safe,high,explanatory,no_pii,['european'],['sweden'],1.000009059906006,0.0,swe_Latn,1.0,0.9,0.2,0.9,extreme_sample_top
<urn:uuid:2b949b6c-80b0-4242-8604-3ea4835ee8bb>,0.72,complete,complete_content,substantial,A report describing how Swedish health and social care professionals applied a national model for open prioritization in their work.,['analytical'],"['healthcare_medical', 'government_public', 'academic_research']",['scientific'],dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],0.9999346733093262,0.0,swe_Latn,1.0,0.9,0.6,0.9,extreme_sample_top
<urn:uuid:f9f58cc7-0b7b-497e-8cba-d4a3eb9305bc>,0.68,complete,complete_content,substantial,Analysis of a Swedish regional health authority's incentives model for reducing primary care pharmaceutical costs.,['analytical'],"['healthcare_medical', 'government_public', 'pharmaceutical_biotech']","['scientific', 'data_heavy']",dense,excellent,expert,none,slowly_changing,safe,high,analytical,no_pii,['european'],['sweden'],1.0000064373016355,0.0,swe_Latn,2.0,0.8,0.6,0.8,extreme_sample_top
<urn:uuid:a353cf55-23b3-4cd6-a524-6c58be6852f3>,0.44,complete,complete_content,substantial,"A catalog for the 'Tensta museum: Rapporter från nya Sverige' exhibition, detailing artists, architects, and social themes.","['analytical', 'reference', 'structured_data']","['media_entertainment', 'nonprofit_ngo', 'academic_research', 'real_estate_construction']",['non_technical'],dense,excellent,advanced,none,evergreen,safe,high,analytical,no_pii,['european'],['sweden'],1.0000077486038208,0.0,swe_Latn,3.0,0.5,0.4,0.5,extreme_sample_top
