response_id,rater_name,pair_id,pair_kind,is_duplicate,queue_position,session_num,side_assignment,readability_choice,substance_choice,skipped,notes,time_ms,submitted_at
fc6bb541-651a-43b5-81ae-48a8dad34a00,Felix,a723e83e-96a5-4c47-8454-9962cb75731a,calibration_readability,0,0,1,a_left,b_slight,b_slight,0,,138021,2026-05-27T13:00:38.643793+00:00
b9f38338-9b4d-4420-a625-5bbc58533c9e,Axel,fac3c5a9-0c80-4680-85e6-e7fc3780dfaa,calibration_substance,0,15,2,a_right,b_slight,a_slight,0,,213604,2026-05-27T13:01:03.428319+00:00
fe79a4e7-ea77-437e-bd1b-190ee2054921,Marcus,3e472611-aa22-447d-a052-9d74fa74045c,calibration_substance,0,0,1,a_right,a_slight,a_slight,0,,138545,2026-05-27T13:01:31.908064+00:00
fc63a1fe-2c28-4f8f-aabf-3702a1c53213,Felix,6dbc861e-9a70-4630-99c2-c77469d9bf47,real,1,1,1,a_right,a_slight,a_slight,0,,60981,2026-05-27T13:01:39.848680+00:00
c6d977d3-ef9f-44bf-9203-48dd2c8df58f,Felix,0179a4e5-d09f-429b-a1fc-e3db5d231468,real,0,2,1,a_right,b_much,b_much,0,,64245,2026-05-27T13:02:44.294589+00:00
10604b4c-fafc-49d3-84f8-56502102ec43,Marcus,5380235f-4300-4be9-ae64-9d5817e2857d,real,0,1,1,a_right,b_much,b_much,0,,74918,2026-05-27T13:02:47.078116+00:00
c3fdb51e-cc59-47c1-a5e6-70e5f4436b57,Marcus,9de7807d-3e03-4493-bf42-233b8c0831f7,real,0,2,1,a_left,,,1,,38737,2026-05-27T13:03:26.074742+00:00
065f06aa-24b9-4c33-bbab-723137d3cd5e,Felix,a692dfb0-6249-41b1-aa65-7a3efa47072b,real,0,3,1,a_right,b_slight,a_slight,0,,161623,2026-05-27T13:05:26.087340+00:00
3ab4aed2-fc45-4b75-ba04-2ca31f5ff778,Marcus,262f90e3-3fae-41ec-b2f8-67d624e929eb,real,0,3,1,a_right,b_slight,b_slight,0,,147711,2026-05-27T13:05:54.081980+00:00
0089606c-d42c-4a27-9369-ea70a882b31f,Marcus,98842a97-ac6b-4dc8-8fe5-7ccd18d1a880,real,0,4,1,a_right,b_much,b_much,0,,72173,2026-05-27T13:07:06.567228+00:00
2fc8d793-6134-40fa-8073-85297973a0cc,Axel,7a72f27a-24f0-4a24-a832-0c2ee4f070e4,real,0,16,2,a_left,a_slight,a_slight,0,,364618,2026-05-27T13:07:08.371530+00:00
15a49960-2c03-4f2c-aa68-fc716f039deb,Marcus,e37cb139-57ec-429a-a266-259427235155,real,0,5,1,a_left,a_slight,a_slight,0,,71682,2026-05-27T13:08:18.532855+00:00
3a06b94f-df2a-4120-a9f7-9edb8251f2f3,Marcus,c06d51f7-c62d-4d6c-8591-6388a1480254,real,0,6,1,a_right,a_much,a_much,0,,55664,2026-05-27T13:09:14.517444+00:00
d32d57f9-78d9-4a8e-ba68-abc7b4873c67,Felix,e1b9306f-6a52-4ab3-a30c-24e2a0c5781b,real,0,4,1,a_right,a_slight,a_slight,0,,241566,2026-05-27T13:09:27.886999+00:00
7d091bd1-7f51-41f5-a2d6-d04b4b143fdd,Felix,1444ea41-fe0b-4ef2-9f64-24635bc202f4,real,0,5,1,a_right,a_slight,a_slight,0,,56200,2026-05-27T13:10:24.290669+00:00
e5bcfe25-7b6d-45c4-8324-5a741ec99890,Axel,5eb07cc5-2f1b-442c-b9c7-9b0d3c533cc8,real,0,17,2,a_left,b_slight,a_slight,0,,196179,2026-05-27T13:10:24.868633+00:00
2b33eb72-f775-4459-aeb9-06385b73144f,Marcus,ed10ff68-5739-49fc-8a7a-d2d0eacc44a6,calibration_substance,0,7,1,a_right,b_much,a_slight,0,,70897,2026-05-27T13:10:25.651220+00:00
5d49e673-56df-411a-9fe9-f16902bf2d10,Axel,c88d1aef-0ceb-41ac-aa18-8e055f7949b7,real,0,18,2,a_right,,,1,,14478,2026-05-27T13:10:39.383515+00:00
e15e2000-4899-446b-986b-c55af691c8c3,Marcus,6c819edf-79a2-4af4-9f74-4e158c21a0cf,real,1,8,1,a_right,b_much,b_much,0,,61540,2026-05-27T13:11:27.480362+00:00
e24bbee3-06e7-4033-8290-c5a04afb1e2d,Marcus,4ded0ca5-f669-4468-a286-5ed850b35e5e,real,0,9,1,a_right,a_slight,a_slight,0,,166347,2026-05-27T13:14:14.079368+00:00
a49d826f-7f76-403b-a478-6e65aa4d5e30,Axel,6dbc861e-9a70-4630-99c2-c77469d9bf47,real,1,19,2,a_right,a_slight,a_much,0,,226268,2026-05-27T13:14:25.688329+00:00
6504a995-4e81-40da-adcc-1b5c4d08126c,Marcus,f0f9f7d6-0c4e-469e-b3e0-c16542ab1172,real,0,10,1,a_left,b_much,b_slight,0,,72176,2026-05-27T13:15:26.566920+00:00
cba14630-f34e-4216-9b6a-5de4b4b9c99e,Felix,0eb5b91a-47e4-4287-ade7-ed46e165303a,real,0,6,1,a_right,a_slight,a_slight,0,,305252,2026-05-27T13:15:29.762758+00:00
c49636e8-0b90-48a8-8a03-ba9c7d7919a7,Felix,b7aadda1-2865-4db3-a28d-7a1c745b21f7,calibration_readability,0,7,1,a_left,,,1,,10574,2026-05-27T13:15:40.564284+00:00
16ccfc11-226e-440c-aea2-ac1ab7f9ec26,Axel,31ae3520-5a4a-434e-986a-f2305aac3186,real,0,20,2,a_right,b_slight,a_much,0,,115608,2026-05-27T13:16:21.604037+00:00
fdb2bcc5-74d4-4d64-a139-9fe3d88bb97a,Marcus,99b8f279-f661-4a11-8c23-effc614f5fef,real,0,11,1,a_left,a_slight,b_slight,0,,77690,2026-05-27T13:16:44.693731+00:00
c606a4f2-4317-461c-8e9d-df5235b31fb2,Felix,6c757b29-2dff-437e-9b36-412653de6ffb,real,0,8,1,a_left,a_slight,b_slight,0,,73923,2026-05-27T13:16:54.639192+00:00
b11aa328-3d3e-4fc6-8292-e67540fbf06c,Felix,6920255f-d052-434c-a5fc-be555707b98d,real,0,9,1,a_right,a_much,a_much,0,,28056,2026-05-27T13:17:22.923028+00:00
806f5fa9-5edd-4e28-bad2-8cbadf889983,Marcus,0a2f48fa-268c-4310-8d9d-73b1f811e3ba,real,0,12,1,a_right,b_much,b_much,0,,42336,2026-05-27T13:17:27.311594+00:00
77288c7c-1638-490a-bae7-9f2b92b2c895,Marcus,2342a2ba-556e-4391-8d95-8a92deefedf5,real,0,13,1,a_right,b_much,b_much,0,,39467,2026-05-27T13:18:07.118265+00:00
f5922293-3fbf-4f35-ad71-9345901ee2ee,Marcus,a455cd73-5e27-4b55-b4bc-458d2de69011,calibration_substance,0,14,1,a_left,b_slight,b_slight,0,,44833,2026-05-27T13:18:52.208080+00:00
a59ec114-941d-49d0-82cc-f10d5787b0aa,Felix,3c0d79b5-7c5d-40a9-a6af-4d3aeea4bb3d,real,0,10,1,a_left,a_slight,a_much,0,,111988,2026-05-27T13:19:15.106028+00:00
1828df28-e081-4d6d-bfa3-cdd8758132ce,Felix,e7251f8b-7b9a-4ed1-8145-5cc7a19619e8,real,0,11,1,a_right,,,1,,12562,2026-05-27T13:19:27.866138+00:00
2d174ccc-06c8-42ac-bc91-4b12c9c3eed6,Axel,90478ebb-2958-4def-a07e-b4f061d4acbe,real,0,21,2,a_left,a_slight,a_much,0,,204695,2026-05-27T13:19:46.336857+00:00
837c6f0b-3ae8-4598-bc57-7294eabfe174,Axel,3e472611-aa22-447d-a052-9d74fa74045c,calibration_substance,0,22,2,a_left,a_slight,b_slight,0,,91015,2026-05-27T13:21:17.658472+00:00
414ca0e9-bab1-4668-b660-c6a532962aa7,Felix,122a24c5-98bd-49b4-ad15-b0c4d7efa704,real,0,12,1,a_right,b_much,b_much,0,,115639,2026-05-27T13:21:23.779287+00:00
5b357a51-d2a1-4db4-a194-d418a6774b9d,Axel,9e3d2028-1e16-4594-af78-618e1767eb15,real,0,23,2,a_right,b_slight,b_slight,0,,38639,2026-05-27T13:21:56.337938+00:00
bee4a6e9-79b9-452d-b246-77f0a2e2cfb2,Felix,256099e5-8b29-4817-88cd-3d4fd9813801,real,0,13,1,a_left,a_slight,b_slight,0,,64441,2026-05-27T13:22:28.436085+00:00
bcbf6e15-f6c1-4e26-98f6-b645dc98820a,Felix,4d6e71e2-b985-4095-a3c6-df02af3b42b3,calibration_readability,0,14,1,a_right,a_much,a_much,0,,15001,2026-05-27T13:22:43.681619+00:00
33d41867-3cf4-43e3-8974-fbc02e2c59fc,Axel,015465be-7526-4e2c-aee1-ae5a821e1cf3,real,0,24,2,a_right,b_slight,a_slight,0,,91494,2026-05-27T13:23:27.871959+00:00
5c917265-7119-457a-b494-3622fb75c33b,Axel,67a386ed-c7bf-470b-8794-3a94b6a05def,real,0,25,2,a_right,b_slight,b_slight,0,,33956,2026-05-27T13:24:01.872189+00:00
3f63deef-1cb5-4f0d-ad20-730650c07c02,Axel,6e695492-e8dc-4a1c-9e06-4d4af02e3d8a,real,1,26,2,a_left,b_slight,a_slight,0,,142241,2026-05-27T13:26:24.156080+00:00
7e77ea3b-f6c0-4d8e-8dde-aecf9f9d45b5,Axel,1a23e07a-0a23-41a8-ac76-fef4533e06fb,real,0,27,2,a_right,b_slight,a_slight,0,,58791,2026-05-27T13:27:23.254339+00:00
ca655f70-22f6-4581-9081-ee6f609b602f,Axel,b9ae5b84-26e6-4723-9ccd-8494f20e4e9a,real,0,28,2,a_right,a_slight,a_slight,0,,101593,2026-05-27T13:29:04.889333+00:00
6513002a-784b-4acc-87dc-905acf416c3a,Marcus,fac3c5a9-0c80-4680-85e6-e7fc3780dfaa,calibration_substance,0,15,2,a_right,b_slight,b_slight,0,,80204,2026-05-27T13:30:27.336905+00:00
6e5e3086-ac36-46ba-9696-c4230572f75c,Axel,a723e83e-96a5-4c47-8454-9962cb75731a,calibration_readability,0,29,2,a_left,a_slight,b_slight,0,,88277,2026-05-27T13:30:33.207389+00:00
e64d8506-50f0-47f7-9afb-6d565b8d9148,Marcus,37946983-9098-408c-9360-42d02fbf9c3b,real,0,16,2,a_right,a_much,a_much,0,,48340,2026-05-27T13:31:15.909081+00:00
239285bb-492c-4e61-95c2-9364b712f2d1,Marcus,0642f345-7d4d-4ecf-88a6-989872e31248,real,1,17,2,a_right,b_much,b_much,0,,104879,2026-05-27T13:33:01.088840+00:00
b3d8c673-699d-4667-841a-24dc585f2c9e,Marcus,4843d7f5-2c87-4b04-b3a3-df1dd722baa7,real,0,18,2,a_right,b_slight,b_slight,0,,69200,2026-05-27T13:34:10.544506+00:00
21b3eb8b-1b48-4357-9f2e-2f6a8b33def1,Felix,1a62853e-af21-45b2-a7b2-1227b2aebc2e,calibration_readability,0,15,2,a_right,b_slight,b_slight,0,,64385,2026-05-27T13:34:12.602806+00:00
bd959740-3d4a-47b2-bc6b-606582d2ed9c,Felix,93e4edcc-940f-463c-8b98-34e49734d0ae,real,0,16,2,a_right,,,1,,13776,2026-05-27T13:34:26.628948+00:00
5b99fcce-0839-421f-aeee-86c4302e75f7,Felix,a11c6b24-a345-4a66-8818-dacd8296c19f,real,0,17,2,a_left,a_slight,a_slight,0,,41373,2026-05-27T13:35:08.161897+00:00
370866c1-a61c-474b-9bdb-33745214fff7,Marcus,fddacdf4-1b2f-4213-ad76-155ca2103395,real,0,19,2,a_right,b_slight,b_slight,0,,78685,2026-05-27T13:35:29.478859+00:00
d855a70c-caf8-46fb-8620-2b3660615797,Felix,eea903a1-4ed5-4cb6-91d4-b0d3079e47f3,real,0,18,2,a_left,a_slight,a_slight,0,,43788,2026-05-27T13:35:52.113625+00:00
27204368-443b-4c9c-a486-816bcff6859d,Marcus,5249a429-e2a8-4cef-9ff9-768af888d299,real,0,20,2,a_right,a_much,a_much,0,,63571,2026-05-27T13:36:33.326298+00:00
75199a58-da17-4407-bea9-21ece82ba49a,Felix,398e3fa1-31f0-4fd9-a27d-d56fabd38bed,real,1,19,2,a_right,b_much,b_slight,0,,55790,2026-05-27T13:36:48.158393+00:00
d521b8f6-0204-4fe6-ba86-1f77465c1765,Felix,2a16070f-6db3-467f-b43c-5c2c4273541d,real,0,20,2,a_right,a_slight,a_slight,0,,91056,2026-05-27T13:38:19.440288+00:00
f7b13d89-4965-4b96-8912-a6d56acd92a1,Marcus,0bc91cf0-cf8a-453f-8ae9-28c21b44b1d3,real,0,21,2,a_right,a_much,b_slight,0,,120806,2026-05-27T13:38:34.381483+00:00
a0916118-afa6-4dd0-bbc3-fbcd9bc64582,Felix,7f8e19cc-4898-4082-a1f8-8df8f3edca30,real,0,21,2,a_right,b_slight,b_slight,0,,35524,2026-05-27T13:38:55.131894+00:00
387855c4-2b78-476e-b448-a2a54f781d56,Felix,59215d9f-23b5-47f1-89e8-724d70f3d3bb,calibration_readability,0,22,2,a_right,a_much,a_much,0,,29068,2026-05-27T13:39:24.355279+00:00
20c1d64f-2309-46db-8129-e733381e76eb,Marcus,59215d9f-23b5-47f1-89e8-724d70f3d3bb,calibration_readability,0,22,2,a_left,b_slight,b_much,0,,56917,2026-05-27T13:39:31.619915+00:00
618dcfa5-aa45-4ebe-a952-61af139658da,Felix,0642f345-7d4d-4ecf-88a6-989872e31248,real,1,23,2,a_left,a_much,b_slight,0,,56147,2026-05-27T13:40:20.713719+00:00
e2e417f4-67be-4229-b08f-0cd1b460d907,Felix,6c819edf-79a2-4af4-9f74-4e158c21a0cf,real,1,24,2,a_left,a_much,a_much,0,,26203,2026-05-27T13:40:47.089342+00:00
8c528420-a7f7-4a4f-98dc-1a45265df5a6,Marcus,f7ad3ef6-284f-42bf-af30-b60fb346836a,real,0,23,2,a_left,b_slight,b_slight,0,,83923,2026-05-27T13:40:55.806397+00:00
c0c837d3-9da8-44f6-a82d-1e45dde9c059,Axel,ed10ff68-5739-49fc-8a7a-d2d0eacc44a6,calibration_substance,0,30,3,a_right,b_much,a_slight,0,,67375,2026-05-27T13:41:47.856582+00:00
b1e94826-2cdc-4f81-8c3a-85eac481b39e,Felix,9732be69-d04a-4df2-a7b5-25a26a37b4bc,real,0,25,2,a_left,b_much,b_slight,0,,78301,2026-05-27T13:42:05.579012+00:00
46349172-774a-40c4-9986-fa76fb0906c1,Marcus,25ebe6d4-851e-4903-8f58-264bf7b1104a,real,0,24,2,a_left,b_much,b_much,0,,84366,2026-05-27T13:42:20.514923+00:00
1e9212fa-cfdb-4c8b-9907-dba023dbec86,Felix,e5707de5-1999-4765-b642-09c72d1a8302,real,0,26,2,a_right,b_much,b_much,0,,23752,2026-05-27T13:42:29.497128+00:00
3b83e7b3-3b69-4657-8549-261524f075ad,Axel,2301397b-b4dd-4f9d-a385-ffbf081f7c1e,real,0,31,3,a_left,b_slight,a_slight,0,,55757,2026-05-27T13:42:43.921136+00:00
5cadee09-fcaa-4800-b167-35ac95a5fd49,Felix,f03aca17-2e32-4084-873b-0a98fc237170,real,0,27,2,a_left,b_much,b_slight,0,,48224,2026-05-27T13:43:17.964481+00:00
a802e3cd-7996-4689-8448-b547457b52fd,Axel,86e1bdb0-8648-4036-b2da-def9836c7af8,real,0,32,3,a_left,b_slight,a_slight,0,,58216,2026-05-27T13:43:42.173854+00:00
538e484d-abd7-49b4-b4a0-e756679642a7,Marcus,e3ab5f36-9778-4b84-b1d0-28f208adf75a,real,0,25,2,a_left,a_much,a_slight,0,,82940,2026-05-27T13:43:43.691782+00:00
7a593ecf-a2bd-4793-b9cd-b8419fe794f8,Felix,6e695492-e8dc-4a1c-9e06-4d4af02e3d8a,real,1,28,2,a_right,a_much,b_slight,0,,40359,2026-05-27T13:43:58.486707+00:00
93283356-b73e-4db5-9ef8-8e1b82616f86,Felix,fac3c5a9-0c80-4680-85e6-e7fc3780dfaa,calibration_substance,0,29,2,a_left,b_slight,b_slight,0,,34620,2026-05-27T13:44:33.483030+00:00
0a53f1e6-0fc0-4df2-9e3c-c83ea51a799d,Axel,5a511cd7-1938-4b30-ae02-caed2bd993e6,real,0,33,3,a_right,a_slight,a_slight,0,,88849,2026-05-27T13:45:11.075468+00:00
d303b7fd-d367-4d39-ad96-5d74dbf9efc1,Marcus,398e3fa1-31f0-4fd9-a27d-d56fabd38bed,real,1,26,2,a_left,a_much,a_much,0,,102044,2026-05-27T13:45:26.016511+00:00
7407e5c5-9479-49a4-8997-7c30f132db93,Marcus,39eba06a-0613-4e1f-a40a-a06e0010eeec,real,0,27,2,a_left,,,1,,14098,2026-05-27T13:45:40.350729+00:00
23b8f4cd-050a-4196-b3b0-16ef24dbaa83,Axel,a8d01e6c-b8b0-4397-834a-823d88e52f77,real,0,34,3,a_left,b_slight,a_slight,0,,99361,2026-05-27T13:46:50.490415+00:00
527dd407-02ec-4180-839e-d9696da04f24,Marcus,41eba66f-39ff-49ff-b140-33617a287774,real,1,28,2,a_right,a_slight,b_slight,0,,86452,2026-05-27T13:47:07.125178+00:00
0508e76d-4b6b-454c-9902-edba64ef4f0f,Axel,3fe3f9d9-1e0b-44d4-95dc-02c5922590b2,real,1,35,3,a_right,a_much,a_slight,0,,40558,2026-05-27T13:47:31.370711+00:00
ee148795-129c-40ed-ac98-ca7b299452d8,Marcus,1a62853e-af21-45b2-a7b2-1227b2aebc2e,calibration_readability,0,29,2,a_left,b_much,a_slight,0,,79398,2026-05-27T13:48:26.821299+00:00
f3f6d808-cb60-4619-baec-95c24017ddc5,Axel,740f5b06-cf8b-41c6-8d86-de76580808e8,real,0,36,3,a_left,b_slight,a_slight,0,,91169,2026-05-27T13:49:02.586422+00:00
a1c72bdd-d56d-485d-9146-0457e3dabd3c,Axel,59215d9f-23b5-47f1-89e8-724d70f3d3bb,calibration_readability,0,37,3,a_right,a_much,a_much,0,,33684,2026-05-27T13:49:36.323657+00:00
acc937b2-3013-4323-98e3-244107c51de7,Axel,6ff223d1-a9c7-4560-a791-d1830d4f4f9a,real,0,38,3,a_right,b_slight,a_slight,0,,46526,2026-05-27T13:50:22.904225+00:00
0031e712-116f-4670-a0bf-194ef5a58961,Axel,e9780b05-7603-444a-b7bc-3915b3ca9182,real,0,39,3,a_left,b_much,b_slight,0,,55155,2026-05-27T13:51:18.103888+00:00
276ffedc-39bf-44db-8042-1148a7e3deec,Axel,f30a423b-91e9-4d2b-b49a-d654e8f10bb0,real,0,40,3,a_right,b_slight,a_slight,0,,84836,2026-05-27T13:52:42.987263+00:00
c3dc8091-240a-49a1-8db5-62c666b2cede,Axel,40d60696-b160-4723-9ce9-d78abd9c1c1c,real,1,41,3,a_left,a_slight,b_slight,0,,139709,2026-05-27T13:55:03.039841+00:00
a7c7b7df-9265-4053-89d7-ffc398f15b5f,Axel,9ed0d05e-1e8f-469f-9702-1318e9b436f9,real,0,42,3,a_left,b_slight,a_much,0,,74817,2026-05-27T13:56:17.901311+00:00
3232141d-6e2e-4857-b8d2-c1a396eb14c6,Axel,b092128a-4699-42d2-9634-98b799638e4c,real,0,43,3,a_right,a_slight,a_much,0,,37321,2026-05-27T13:56:55.271135+00:00
55808172-9e60-42ec-a8f9-e4b43c0c80f5,Marcus,4d6e71e2-b985-4095-a3c6-df02af3b42b3,calibration_readability,0,30,3,a_right,a_much,a_much,0,,45045,2026-05-27T13:59:13.459845+00:00
34143adb-629a-4917-991a-e072ba060b31,Felix,3e472611-aa22-447d-a052-9d74fa74045c,calibration_substance,0,30,3,a_left,a_slight,b_slight,0,,68003,2026-05-27T13:59:16.511619+00:00
f743aef9-ae78-4e5e-847b-abf33647fa9c,Felix,77835018-5021-4bc2-a7d8-573e77079b70,real,0,31,3,a_left,a_much,a_much,0,,30397,2026-05-27T13:59:47.093545+00:00
01e41cbe-1710-4b14-932a-1cd4f762e5c3,Axel,1a62853e-af21-45b2-a7b2-1227b2aebc2e,calibration_readability,0,44,3,a_right,a_slight,b_slight,0,,193711,2026-05-27T14:00:09.034802+00:00
f957dedd-2a59-470e-96c3-22983247f5b5,Marcus,e3732792-1ca4-4eb2-a190-6cbab18a0b7f,real,0,31,3,a_right,a_slight,b_slight,0,,89546,2026-05-27T14:00:43.291356+00:00
6c70cf52-baa4-4223-ab1d-6db2a31f18c6,Felix,bad58ab4-c89d-4508-ab6d-07b494b5b83c,real,0,32,3,a_left,a_much,a_slight,0,,68243,2026-05-27T14:00:55.496682+00:00
0f0de55d-5089-44e9-aacc-429d1bfd70b9,Marcus,b5808d76-24e3-46de-9231-80cc7f4f37fc,real,0,32,3,a_right,b_slight,a_slight,0,,74686,2026-05-27T14:01:58.305998+00:00
87d0369f-34b3-4931-944d-7828269c5e1d,Felix,72e18450-fa35-4e45-ac0f-a0a2e693a66e,real,0,33,3,a_right,b_slight,a_slight,0,,64489,2026-05-27T14:02:00.204608+00:00
e2208122-7eaf-4399-b8c7-aedd5a5306c3,Marcus,ea8a484b-91df-4982-8681-b87d763c766f,real,0,33,3,a_left,a_slight,a_much,0,,38449,2026-05-27T14:02:37.008411+00:00
1ce35ab0-bc33-4a23-b497-56ad0aab69f9,Felix,8e4e8708-cb6c-4585-a670-dd538582dfbd,real,0,34,3,a_right,a_slight,a_much,0,,47748,2026-05-27T14:02:48.208761+00:00
f80cfc18-be5c-499b-931b-a81a41a431ac,Marcus,2bf46eaa-64ae-4df9-993e-484628211cfd,real,0,34,3,a_right,a_slight,b_slight,0,,73906,2026-05-27T14:03:51.194708+00:00
413711e1-463d-48b0-a5e7-b19ff4281143,Felix,42934a74-2910-4efb-bd6d-4b6b0a2e30b9,real,0,35,3,a_left,b_much,b_slight,0,,90870,2026-05-27T14:04:19.289535+00:00
746a4188-9e83-471f-aa04-1578aebdc9a7,Felix,b7fcbcab-c509-4d26-8119-eb1b46da89e5,real,0,36,3,a_left,b_slight,b_slight,0,,39085,2026-05-27T14:04:58.562253+00:00
c8aadfda-b46f-4d6a-b7f0-8dc2cb7a5089,Marcus,7d0b6a62-68ac-48fb-b393-7c7f1613c53d,real,0,35,3,a_left,b_slight,a_slight,0,,69043,2026-05-27T14:05:00.480265+00:00
6f2e2ee2-91c3-45fa-8412-7924e4d34f20,Felix,ed10ff68-5739-49fc-8a7a-d2d0eacc44a6,calibration_substance,0,37,3,a_left,a_much,a_much,0,,40116,2026-05-27T14:05:38.879857+00:00
6677241e-d319-4ed7-8d60-d7c92c606e1f,Marcus,f578b007-b4b5-4282-8caf-a9ede5804cab,real,0,36,3,a_right,b_slight,b_slight,0,,66719,2026-05-27T14:06:07.452984+00:00
b3dc36e2-7db8-43ce-ab3c-9ab578607c77,Felix,fb31022c-28c2-4b00-9d1b-3ff6b2239fc6,real,0,38,3,a_left,b_slight,b_much,0,,55160,2026-05-27T14:06:34.344984+00:00
29401b77-6e95-4e03-ad72-7141b29a7ebd,Felix,2e29dc93-3359-4d15-a501-638e4d48cca5,real,0,39,3,a_right,b_slight,b_slight,0,,45532,2026-05-27T14:07:20.091065+00:00
de8281c8-2e47-462c-9bfd-6509e974a718,Marcus,a723e83e-96a5-4c47-8454-9962cb75731a,calibration_readability,0,37,3,a_right,a_much,a_slight,0,,79121,2026-05-27T14:07:26.874781+00:00
fec17fb0-50bc-43ed-a9b2-b30006022fed,Felix,73f0ae6e-67c2-40bb-8178-5175a75408b9,real,0,40,3,a_left,a_slight,a_slight,0,,25881,2026-05-27T14:07:46.202812+00:00
91d78256-6c96-4b60-bb30-a4e48e27d295,Marcus,6bf74919-f91e-43ba-a25f-fcb4e5e462e3,real,0,38,3,a_right,b_much,b_much,0,,39782,2026-05-27T14:08:06.885421+00:00
fa677d91-e97b-4279-acc9-95f8c18f7877,Felix,40d60696-b160-4723-9ce9-d78abd9c1c1c,real,1,41,3,a_right,b_slight,a_slight,0,,82125,2026-05-27T14:09:08.616218+00:00
b90ae501-4aa5-4d0d-9d29-4be9fc43da28,Marcus,c90f6128-c3e1-49f2-af58-a529dcb4ebc8,real,1,39,3,a_left,b_slight,b_slight,0,,103858,2026-05-27T14:09:51.019642+00:00
0f2223a4-ac84-43cd-9498-ef081cc1b64f,Felix,1f8d1954-dae5-43ff-9ec0-47df4974a120,real,0,42,3,a_left,b_much,b_much,0,,45699,2026-05-27T14:09:54.568440+00:00
d83f45ec-c7e9-49b3-ba76-9ebfbd25f118,Marcus,3fe3f9d9-1e0b-44d4-95dc-02c5922590b2,real,1,40,3,a_right,a_much,a_much,0,,65093,2026-05-27T14:10:56.356752+00:00
3791e88e-d663-4093-92f9-2dbc9a536d24,Felix,3ea7b584-915c-432b-afa4-400f81226987,real,0,43,3,a_left,a_much,a_slight,0,,65929,2026-05-27T14:11:00.686464+00:00
